Id,MSSubClass,MSZoning,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,SalePrice_log,MasVnrType,MasVnrArea,Electrical,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,MSZoning_labeled,LotShape_labeled,LandContour_labeled,Utilities_labeled,LotConfig_labeled,LandSlope_labeled,Neighborhood_labeled,Condition1_labeled,BldgType_labeled,HouseStyle_labeled,RoofStyle_labeled,RoofMatl_labeled,Exterior1st_labeled,Exterior2nd_labeled,ExterQual_labeled,Foundation_labeled,Heating_labeled,HeatingQC_labeled,CentralAir_labeled,KitchenQual_labeled,PavedDrive_labeled,SaleType_labeled,SaleCondition_labeled,MasVnrType_labeled,Electrical_labeled,BsmtQual_labeled,BsmtCond_labeled,BsmtExposure_labeled,BsmtFinType1_labeled
607,20,RL,12464,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,PConc,732,0,308,1040,GasA,Gd,Y,1040,0,0,1040,1,0,1,0,3,1,Gd,6,0,2,576,Y,168,0,0,0,0,0,0,11,WD,Normal,152000,11.931635799828413,None,0.0,SBrkr,Gd,TA,No,GLQ,3,1,2,0,0,1,5,2,0,2,1,1,12,13,3,2,1,2,1,2,2,8,4,2,4,2,4,4,2
608,20,RL,7800,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,1Fam,2Story,5,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,603,0,293,896,GasA,Ex,Y,1112,896,0,2008,1,0,3,0,3,1,Ex,8,0,1,230,Y,103,0,0,0,0,0,0,8,WD,Normal,225000,12.323855681186558,None,0.0,SBrkr,TA,Gd,No,GLQ,3,3,0,0,4,1,7,2,0,5,1,1,8,8,3,1,1,0,1,0,2,8,4,2,4,4,1,4,2
609,70,RL,12168,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,1Fam,2Story,8,Gable,CompShg,BrkFace,Wd Sdng,TA,PConc,428,0,537,965,GasA,TA,Y,1940,1254,0,3194,0,0,2,1,4,1,TA,10,2,2,380,Y,0,0,0,0,0,0,0,9,WD,Alloca,359100,12.791356180214175,None,0.0,SBrkr,Gd,TA,Mn,BLQ,3,3,1,0,4,1,6,2,0,5,1,1,3,14,3,2,1,4,1,3,2,8,2,2,4,2,4,2,1
610,20,RL,7943,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,1Fam,1Story,4,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,903,0,126,1029,GasA,Gd,Y,1029,0,0,1029,1,0,1,0,3,1,TA,5,0,1,261,Y,64,0,39,0,0,0,0,4,WD,Normal,118500,11.682668239557323,BrkCmn,192.0,SBrkr,TA,TA,Mn,Rec,3,3,3,0,4,0,19,1,0,2,1,1,12,13,3,1,1,2,1,3,2,8,4,0,4,4,4,2,5
611,60,RL,11050,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,1Fam,2Story,9,Hip,CompShg,VinylSd,VinylSd,Gd,PConc,904,0,536,1440,GasA,Ex,Y,1476,677,0,2153,1,0,2,1,3,1,Ex,8,2,3,736,Y,253,142,0,0,0,0,0,5,WD,Normal,313000,12.65395846952229,BrkFace,204.0,SBrkr,Ex,TA,Mn,GLQ,3,3,3,0,4,0,5,4,0,5,3,1,12,13,2,2,1,0,1,0,2,8,4,1,4,0,4,2,2
612,80,RL,10395,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,1Fam,SLvl,6,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,605,0,427,1032,GasA,TA,Y,1032,0,0,1032,0,1,2,0,3,1,TA,6,1,2,564,Y,0,0,0,0,0,0,500,7,WD,Normal,148000,11.904967552746252,BrkFace,233.0,SBrkr,Gd,TA,Av,ALQ,3,0,3,0,2,0,14,2,0,7,1,1,6,6,3,1,1,4,1,3,2,8,4,1,4,2,4,0,0
613,60,RL,11885,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,990,0,309,1299,GasA,Ex,Y,1299,573,0,1872,1,0,2,1,3,1,Ex,7,1,2,531,Y,160,122,0,0,0,0,0,11,WD,Normal,261500,12.474189562487116,BrkFace,108.0,SBrkr,Gd,TA,Av,GLQ,3,3,3,0,4,0,5,2,0,5,1,1,12,13,2,2,1,0,1,0,2,8,4,1,4,2,4,0,2
614,20,RL,8402,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,PConc,206,0,914,1120,GasA,Ex,Y,1120,0,0,1120,0,0,1,0,3,1,TA,6,0,0,0,Y,0,30,0,0,0,0,0,12,New,Partial,147000,11.898187865760873,None,0.0,SBrkr,Gd,TA,No,ALQ,3,3,3,0,4,0,11,1,0,2,1,1,12,13,3,2,1,0,1,3,2,6,5,2,4,2,4,4,0
615,180,RM,1491,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,TwnhsE,SFoyer,4,Gable,CompShg,CemntBd,CmentBd,TA,CBlock,150,480,0,630,GasA,Ex,Y,630,0,0,630,1,0,1,0,1,1,TA,3,0,0,0,Y,96,24,0,0,0,0,0,5,WD,Normal,75500,11.231887935237117,None,0.0,SBrkr,Gd,TA,Av,LwQ,4,3,3,0,4,0,10,2,4,6,1,1,5,5,3,1,1,0,1,3,2,8,4,2,4,2,4,0,3
616,85,RL,8800,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,1Fam,SFoyer,6,Gable,CompShg,MetalSd,MetalSd,TA,PConc,763,0,173,936,GasA,Ex,Y,1054,0,0,1054,1,0,1,0,3,1,Gd,6,0,2,480,Y,120,0,0,0,0,0,0,5,WD,Abnorml,137500,11.831379196088763,BrkFace,156.0,SBrkr,TA,TA,Gd,GLQ,3,3,3,0,4,0,12,1,0,6,1,1,8,8,3,2,1,0,1,2,2,8,0,1,4,4,4,1,2
617,60,RL,7861,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,457,0,326,783,GasA,Ex,Y,807,702,0,1509,1,0,2,1,3,1,Gd,7,1,2,393,Y,100,75,0,0,0,0,0,6,WD,Normal,183200,12.118333731222167,None,0.0,SBrkr,Gd,TA,No,GLQ,3,0,3,0,4,0,8,2,0,5,1,1,12,13,2,2,1,0,1,2,2,8,4,2,4,2,4,4,2
618,45,RL,7227,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,1Fam,1.5Unf,6,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,0,0,832,832,GasA,Gd,Y,832,0,0,832,0,0,1,0,2,1,Gd,4,0,2,528,Y,0,0,0,0,0,0,0,6,WD,Normal,105500,11.566466231898259,None,0.0,SBrkr,TA,TA,No,Unf,3,3,1,0,0,1,12,0,0,1,1,1,8,8,3,1,1,2,1,2,2,8,4,2,4,4,4,4,6
619,20,RL,11694,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,Hip,CompShg,CemntBd,CmentBd,Ex,PConc,48,0,1774,1822,GasA,Ex,Y,1828,0,0,1828,0,0,2,0,3,1,Gd,9,1,3,774,Y,0,108,0,0,260,0,0,7,New,Partial,314813,12.659734090733718,BrkFace,452.0,SBrkr,Ex,TA,Av,GLQ,3,3,3,0,4,0,16,2,0,2,3,1,5,5,0,2,1,0,1,2,2,6,5,1,4,0,4,0,2
620,60,RL,12244,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,1Fam,2Story,8,Hip,CompShg,VinylSd,VinylSd,Gd,PConc,871,0,611,1482,GasA,Ex,Y,1482,780,0,2262,1,0,2,1,4,1,Gd,10,2,3,749,Y,168,0,0,0,0,0,0,8,WD,Normal,305000,12.628067055589549,Stone,226.0,SBrkr,Gd,TA,Gd,GLQ,3,3,3,0,4,0,23,2,0,5,3,1,12,13,2,2,1,0,1,2,2,8,4,3,4,2,4,1,2
621,30,RL,8248,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,3,Gable,CompShg,Stucco,Stucco,TA,BrkTil,41,0,823,864,GasA,TA,N,864,0,0,864,1,0,1,0,2,1,TA,5,0,0,0,N,0,0,100,0,0,0,0,9,WD,Normal,67000,11.112447898373103,None,0.0,FuseF,TA,TA,No,BLQ,3,3,3,0,4,0,7,2,0,2,1,1,11,12,3,0,1,4,0,3,0,8,4,2,1,4,4,4,1
622,60,RL,10800,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,956,182,384,1522,GasA,TA,Y,1548,1066,0,2614,0,0,2,1,4,1,TA,9,1,2,624,Y,38,243,0,0,0,0,0,6,WD,Normal,240000,12.388394202324129,None,0.0,SBrkr,TA,TA,No,ALQ,3,3,3,0,4,0,14,2,0,5,1,1,6,6,3,1,1,4,1,3,2,8,4,2,4,4,4,4,0
623,20,RL,7064,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,Gable,CompShg,Plywood,Plywood,TA,CBlock,560,0,420,980,GasA,TA,Y,980,0,0,980,0,0,1,0,3,1,TA,6,0,2,484,Y,192,0,0,0,0,0,0,7,WD,Normal,135000,11.813030057420567,BrkFace,153.0,SBrkr,TA,TA,No,BLQ,3,3,3,0,4,0,19,2,0,2,1,1,9,10,3,1,1,4,1,3,2,8,4,1,4,4,4,4,1
624,160,FV,2117,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,6,Gable,CompShg,MetalSd,MetalSd,Gd,PConc,420,0,336,756,GasA,Ex,Y,756,756,0,1512,0,0,2,1,2,1,Gd,4,1,2,440,Y,0,32,0,0,0,0,0,6,WD,Normal,168500,12.034691028774553,BrkFace,513.0,SBrkr,Gd,TA,No,GLQ,1,3,3,0,4,0,21,2,4,5,1,1,8,8,2,2,1,0,1,2,2,8,4,1,4,2,4,4,2
625,60,RL,10400,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,247,0,485,732,GasA,Gd,Y,1012,778,0,1790,1,0,1,2,4,1,TA,8,1,2,484,Y,148,0,0,0,147,0,0,11,WD,Normal,165150,12.014609430818936,None,288.0,SBrkr,TA,TA,No,Rec,3,3,3,0,4,0,14,2,0,5,1,1,12,13,3,1,1,2,1,3,2,8,4,2,4,4,4,4,5
626,20,RL,10000,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,Hip,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,0,0,1116,1116,GasA,TA,Y,1116,0,0,1116,0,0,1,1,3,1,TA,5,0,2,440,Y,0,0,0,0,385,0,0,2,WD,Normal,160000,11.982929094215963,BrkFace,261.0,SBrkr,TA,TA,No,Unf,3,0,3,0,0,0,12,2,0,2,3,1,13,14,3,1,1,4,1,3,2,8,4,1,4,4,4,4,6
627,20,RL,12342,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,Hip,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,0,0,978,978,GasA,TA,Y,1422,0,0,1422,0,0,1,0,3,1,TA,6,1,1,286,Y,0,0,36,0,0,0,600,8,WD,Normal,139900,11.848683160653573,None,0.0,SBrkr,TA,TA,No,Unf,3,0,3,0,4,0,12,2,0,2,3,1,13,14,3,1,1,4,1,3,2,8,4,2,4,4,4,4,6
628,80,RL,9600,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,Gable,CompShg,AsbShng,AsbShng,TA,CBlock,674,132,350,1156,GasA,Ex,Y,1520,0,0,1520,1,0,1,0,3,1,TA,7,2,1,364,Y,0,0,189,0,0,0,0,3,WD,Normal,153000,11.938193200374572,BrkFace,164.0,SBrkr,TA,TA,Av,BLQ,3,3,3,0,4,0,12,2,0,7,1,1,0,0,3,1,1,0,1,3,2,8,4,1,4,4,4,0,1
629,60,RL,11606,IR1,HLS,AllPub,Inside,Sev,NAmes,Norm,1Fam,2Story,5,Gable,CompShg,Plywood,Plywood,TA,PConc,650,0,390,1040,GasA,TA,Y,1040,1040,0,2080,0,1,1,2,5,1,Fa,9,2,2,504,Y,335,0,0,0,0,0,0,9,WD,Family,135000,11.813030057420567,BrkFace,192.0,SBrkr,Gd,TA,Av,Rec,3,0,1,0,4,2,12,2,0,5,1,1,9,10,3,2,1,4,1,1,2,8,3,1,4,2,4,0,5
630,80,RL,9020,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,1Fam,SLvl,6,Gable,WdShngl,Plywood,Wd Sdng,TA,CBlock,624,336,288,1248,GasA,TA,Y,1350,0,0,1350,1,0,1,1,3,1,TA,6,0,2,520,Y,176,0,0,0,0,0,0,6,WD,Normal,168500,12.034691028774553,BrkFace,259.0,SBrkr,TA,TA,Gd,GLQ,3,3,3,0,0,0,12,1,0,7,1,7,9,14,3,1,1,4,1,3,2,8,4,1,4,4,4,1,2
631,70,RM,9000,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,TA,BrkTil,0,0,636,636,GasA,TA,Y,1089,661,0,1750,0,0,1,0,3,1,Ex,8,0,1,240,N,0,0,293,0,0,0,0,6,WD,Abnorml,124000,11.728036844587175,None,0.0,FuseA,Fa,Fa,No,Unf,4,3,3,0,0,0,17,0,0,5,1,1,12,13,3,0,1,4,1,0,0,8,0,2,0,1,0,4,6
632,120,RL,4590,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,24,0,1530,1554,GasA,Ex,Y,1554,0,0,1554,0,0,2,0,2,1,Gd,6,1,2,627,Y,156,73,0,0,0,0,0,8,WD,Normal,209500,12.25247901834433,Stone,108.0,SBrkr,Gd,Gd,Mn,GLQ,3,3,3,0,4,0,16,2,3,2,1,1,12,13,2,2,1,0,1,2,2,8,4,3,4,2,1,2,2
633,20,RL,11900,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,Hip,CompShg,Plywood,Plywood,TA,CBlock,822,0,564,1386,GasA,TA,Y,1411,0,0,1411,0,0,2,0,3,1,TA,6,1,2,544,Y,192,0,0,0,0,0,0,4,WD,Family,82500,11.320553572322773,BrkFace,209.0,SBrkr,TA,TA,No,ALQ,3,3,3,0,4,0,14,2,0,2,3,1,9,10,3,1,1,4,1,3,2,8,3,1,4,4,4,4,0
634,20,RL,9250,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,480,468,108,1056,GasA,TA,Y,1056,0,0,1056,0,1,1,0,3,1,TA,6,0,1,260,Y,390,0,0,0,0,0,0,7,WD,Normal,139400,11.845102777308561,None,0.0,SBrkr,TA,TA,No,BLQ,3,3,3,0,0,0,12,2,0,2,1,1,13,14,3,1,1,4,1,3,2,8,4,2,4,4,4,4,1
635,90,RL,6979,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Duplex,SFoyer,6,Gable,CompShg,Plywood,Plywood,TA,CBlock,1056,0,0,1056,GasA,Gd,Y,1056,0,0,1056,2,0,0,0,0,2,TA,4,0,2,576,Y,264,56,0,0,0,0,600,6,WD,Normal,144000,11.877568578558138,None,0.0,SBrkr,TA,TA,No,GLQ,3,3,3,0,4,0,17,2,2,6,1,1,9,10,3,1,1,2,1,3,2,8,4,2,4,4,4,4,2
636,190,RH,10896,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,2fmCon,2.5Fin,6,Hip,CompShg,VinylSd,VinylSd,Fa,CBlock,256,0,1184,1440,GasA,Ex,Y,1440,1440,515,3395,0,0,2,0,8,2,Fa,14,0,0,0,N,0,110,0,0,0,0,0,3,WD,Abnorml,200000,12.206072645530174,None,0.0,FuseA,TA,Fa,No,LwQ,2,3,0,0,4,0,18,1,1,3,3,1,12,13,1,1,1,0,1,1,0,8,0,2,0,4,0,4,3
637,30,RM,6120,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1Story,2,Gable,CompShg,AsbShng,AsbShng,Fa,BrkTil,0,0,264,264,Grav,Fa,N,800,0,0,800,0,0,1,0,1,1,Fa,4,1,0,0,N,0,0,0,0,0,0,0,1,ConLw,Normal,60000,11.002099841204238,None,0.0,FuseA,TA,Fa,No,Unf,4,3,3,0,4,0,3,2,0,2,1,1,0,0,1,0,3,1,0,1,0,5,4,2,0,4,0,4,6
638,190,RM,6000,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,2fmCon,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,0,0,811,811,GasA,TA,Y,811,576,0,1387,0,0,2,0,3,2,Gd,7,0,1,256,Y,0,0,0,0,0,0,0,11,WD,Normal,93000,11.440354772135393,None,0.0,FuseA,TA,TA,No,Unf,4,3,3,0,4,0,17,2,1,0,1,1,13,14,3,1,1,4,1,2,2,8,4,2,0,4,4,4,6
639,30,RL,8777,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,1Fam,1Story,5,Gable,CompShg,MetalSd,Wd Sdng,TA,CBlock,0,0,796,796,GasA,Gd,Y,796,0,0,796,0,0,1,0,2,1,TA,4,0,0,0,P,328,0,164,0,0,0,0,5,WD,Normal,85000,11.350406535472453,None,0.0,FuseA,Fa,TA,No,Unf,3,3,3,0,4,0,7,1,0,2,1,1,8,14,3,1,1,2,1,3,1,8,4,2,0,1,4,4,6
640,120,RL,3982,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,8,Hip,CompShg,VinylSd,VinylSd,Gd,PConc,1154,0,366,1520,GasA,Ex,Y,1567,0,0,1567,1,0,2,0,1,1,Ex,7,1,3,648,Y,312,0,0,0,0,0,0,10,New,Partial,264561,12.485827127509431,None,0.0,SBrkr,Gd,Gd,Av,GLQ,3,3,3,0,4,0,0,2,4,2,3,1,12,13,2,2,1,0,1,0,2,6,5,2,4,2,1,0,2
641,120,RL,12677,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,Hip,CompShg,MetalSd,MetalSd,Ex,PConc,1218,0,300,1518,GasA,Ex,Y,1518,0,0,1518,0,0,1,1,1,1,Ex,6,1,2,588,Y,185,140,0,0,0,0,0,4,WD,Normal,274000,12.520883385370206,BrkFace,472.0,SBrkr,Ex,TA,Gd,GLQ,3,0,3,0,4,0,16,2,4,2,3,1,8,8,0,2,1,0,1,0,2,8,4,1,4,0,4,1,2
642,60,FV,7050,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,738,0,319,1057,GasA,Ex,Y,1057,872,0,1929,1,0,2,1,3,1,Gd,7,1,2,650,Y,0,235,0,0,0,0,0,5,WD,Normal,226000,12.328290278254423,None,0.0,SBrkr,Gd,TA,No,GLQ,1,3,3,0,4,0,21,2,0,5,1,1,12,13,2,2,1,0,1,2,2,8,4,2,4,2,4,4,2
643,80,RL,13860,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,SLvl,8,Gable,CompShg,Plywood,Wd Sdng,Gd,CBlock,1410,0,542,1952,GasA,Gd,Y,2000,704,0,2704,1,0,2,1,4,1,Ex,9,3,2,538,Y,269,111,0,0,0,0,0,7,WD,Normal,345000,12.751299696013497,None,0.0,SBrkr,Gd,TA,Gd,GLQ,3,3,3,0,4,0,12,2,0,7,1,1,9,14,2,1,1,2,1,0,2,8,4,2,4,2,4,1,2
644,60,RL,10793,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,1Fam,2Story,5,Mansard,CompShg,WdShing,HdBoard,TA,CBlock,493,287,0,780,GasA,Ex,Y,780,840,0,1620,0,0,2,1,4,1,TA,7,0,2,462,Y,208,0,0,0,0,0,0,4,WD,Normal,152000,11.931635799828413,BrkFace,263.0,SBrkr,TA,TA,No,Rec,3,3,3,0,4,0,14,6,0,5,4,1,14,6,3,1,1,0,1,3,2,8,4,1,4,4,4,4,5
645,20,FV,9187,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,9,Gable,CompShg,CemntBd,CmentBd,Ex,PConc,1121,0,645,1766,GasA,Ex,Y,1766,0,0,1766,1,0,2,1,2,1,Ex,7,1,3,478,Y,195,130,0,0,0,0,0,10,New,Partial,370878,12.823628446539173,Stone,162.0,SBrkr,Ex,TA,Mn,GLQ,1,3,3,0,4,0,21,2,0,2,1,1,5,5,0,2,1,0,1,0,2,6,5,3,4,0,4,2,2
646,20,RL,10530,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,Hip,CompShg,Plywood,Plywood,TA,CBlock,282,35,664,981,GasA,TA,Y,981,0,0,981,1,0,1,1,3,1,TA,5,0,2,576,Y,0,312,40,0,0,0,0,3,WD,Normal,143250,11.872346634576987,None,0.0,SBrkr,TA,TA,No,ALQ,3,0,3,0,0,0,12,2,0,2,3,1,9,10,3,1,1,4,1,3,2,8,4,2,4,4,4,4,0
647,20,RL,7200,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,Hip,CompShg,MetalSd,MetalSd,TA,CBlock,0,0,0,0,GasA,Gd,Y,1048,0,0,1048,0,0,1,0,3,1,TA,7,0,2,420,Y,0,27,0,0,0,0,0,7,WD,Normal,98300,11.495779306135258,None,0.0,SBrkr,NA,NA,NA,NA,3,3,3,0,4,0,12,2,0,2,3,1,8,8,3,1,1,2,1,3,2,8,4,2,4,3,2,3,4
648,20,RL,10452,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,6,Hip,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,500,0,594,1094,GasA,Ex,Y,1094,0,0,1094,0,0,1,0,3,1,TA,5,2,2,495,Y,0,0,0,0,287,0,0,6,WD,Normal,155000,11.951180395901384,Stone,216.0,SBrkr,TA,TA,Mn,Rec,3,0,3,0,4,0,7,2,0,2,3,1,13,14,3,1,1,0,1,3,2,8,4,3,4,4,4,2,5
649,60,RL,7700,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,1Fam,2Story,6,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,0,0,756,756,GasA,TA,Y,1051,788,0,1839,0,0,1,1,4,1,TA,7,1,2,442,Y,0,124,216,0,0,0,0,6,WD,Normal,155000,11.951180395901384,BrkFace,351.0,SBrkr,TA,TA,No,Unf,3,3,3,0,4,0,12,4,0,5,1,1,8,8,3,1,1,4,1,3,2,8,4,1,4,4,4,4,6
650,180,RM,1936,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Twnhs,SFoyer,4,Gable,CompShg,CemntBd,CmentBd,TA,CBlock,131,499,0,630,GasA,Gd,Y,630,0,0,630,1,0,1,0,1,1,TA,3,0,0,0,Y,0,0,0,0,0,0,0,12,WD,Normal,84500,11.344506813345266,None,0.0,SBrkr,Gd,TA,Av,BLQ,4,3,3,0,4,0,10,2,3,6,1,1,5,5,3,1,1,2,1,3,2,8,4,2,4,2,4,0,1
651,60,FV,8125,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,Gable,CompShg,CemntBd,CmentBd,Gd,PConc,0,0,813,813,GasA,Ex,Y,822,843,0,1665,0,0,2,1,3,1,Gd,7,0,2,562,Y,0,0,0,0,0,0,0,5,WD,Normal,205950,12.235388699864227,None,0.0,SBrkr,Gd,TA,No,Unf,1,3,3,0,4,0,21,2,0,5,1,1,5,5,2,2,1,0,1,2,2,8,4,2,4,2,4,4,6
652,70,RL,9084,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,1Fam,2Story,4,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,0,0,755,755,GasA,TA,Y,755,755,0,1510,1,0,1,0,4,1,TA,7,1,1,296,P,120,0,0,0,0,0,0,10,WD,Normal,108000,11.589886506106357,None,0.0,SBrkr,TA,TA,Mn,Unf,3,3,3,0,4,0,7,0,0,5,1,1,8,8,3,1,1,4,1,3,1,8,4,2,4,4,4,2,6
653,60,RL,8750,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,0,0,880,880,GasA,Ex,Y,909,807,0,1716,0,0,2,1,2,1,Gd,7,1,2,512,Y,0,120,0,0,0,0,0,7,WD,Normal,191000,12.160028707028767,None,0.0,SBrkr,Gd,TA,No,Unf,3,3,3,0,4,0,5,2,0,5,1,1,12,13,2,2,1,0,1,2,2,8,4,2,4,2,4,4,6
654,50,RM,10320,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,0,0,756,756,GasA,Ex,Y,756,713,0,1469,0,0,1,0,3,1,TA,7,0,1,216,Y,57,0,239,0,0,0,0,6,WD,Normal,135000,11.813030057420567,None,0.0,SBrkr,TA,TA,No,Unf,4,3,3,0,4,0,9,2,0,0,1,1,8,8,3,1,1,0,1,3,2,8,4,2,4,4,4,4,6
655,20,RL,10437,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,1Story,8,Hip,CompShg,MetalSd,MetalSd,Gd,PConc,1696,0,413,2109,GasA,Ex,Y,2113,0,0,2113,1,0,2,1,2,1,Gd,7,1,3,839,Y,236,46,0,0,0,0,0,8,WD,Normal,350000,12.765688433465597,BrkFace,660.0,SBrkr,Gd,TA,Gd,GLQ,3,0,3,0,4,0,15,2,0,2,3,1,8,8,2,2,1,0,1,2,2,8,4,1,4,2,4,1,2
656,160,RM,1680,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,Gable,CompShg,HdBoard,ImStucc,TA,CBlock,0,0,525,525,GasA,TA,Y,525,567,0,1092,0,0,1,1,3,1,TA,6,0,1,264,Y,0,0,0,0,0,0,0,3,WD,Family,88000,11.385092093460344,BrkFace,381.0,SBrkr,TA,TA,No,Unf,4,3,3,0,4,0,2,2,3,5,1,1,6,7,3,1,1,4,1,3,2,8,3,1,4,4,4,4,6
657,20,RL,10007,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,Gd,CBlock,806,0,247,1053,GasA,Ex,Y,1053,0,0,1053,1,0,1,1,3,1,Gd,5,0,1,312,Y,0,0,0,0,0,0,0,8,WD,Normal,145500,11.887931365593685,BrkFace,54.0,SBrkr,TA,TA,No,ALQ,3,0,3,0,4,0,12,2,0,2,1,1,6,6,2,1,1,0,1,2,2,8,4,1,4,4,4,4,0
